,url,region,price,type,sqfeet,beds,baths,cats_allowed,dogs_allowed,smoking_allowed,wheelchair_access,electric_vehicle_charge,comes_furnished,laundry_options,parking_options,image_url,description,lat,long,state
320799,https://vermont.craigslist.org/apa/d/middlebury-one-bedroom-apartments-in/7035035487.html,vermont,1350,apartment,725,1,1.0,1,1,1,0,0,0,laundry in bldg,off-street parking,https://images.craigslist.org/00x0x_7AyMVfdU60a_600x450.jpg,"Apartments in the South Village Neighborhood of Middlebury available Jan 1.  Don't wait to reserve these one and two bedroom apartments each with private decks, tiled bathrooms, wood laminate flooring, stainless appliances, nine foot ceilings and AC.  See more at www.SouthVillageApartments.com",44.0028,-73.15899999999999,vt
320800,https://vermont.craigslist.org/apa/d/hoosick-just-outside-of-bennington/7044485849.html,vermont,895,manufactured,880,3,1.5,1,1,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00j0j_3t1KRvNDpe6_600x450.jpg,"Ideally located just minutes outside of Bennington this home offers an unbeatable combination of comfort, convenience and affordability. Less than 5 miles from Bennington College. Rent includes cold water, sewer and removal of trash/recyclables. $995 security deposit. Credit and background checks. Please call to schedule a time to see the home that could end your search. Photos are of a similar home",42.8788,-73.2465,vt
320801,https://vermont.craigslist.org/apa/d/bennington-your-next-address-is-ready/7044471484.html,vermont,925,manufactured,933,3,1.5,1,1,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00E0E_dzD7yQpRcIR_600x450.jpg,"This pleasant home, located in the Mountain View Road Community, will bring an end to your search for a home that offers a great combination of comfort, convenience and affordability. Easy access to Route 7. Convenient to all of the shopping, dining and entertainment you could want. Bennington School District. Rent includes cold water, sewer and removal of trash/recyclables. $925 security deposit. Credit and background checks. Photos are of a similar home used as a model.",42.8858,-73.1814,vt
320802,https://vermont.craigslist.org/apa/d/brattleboro-totally-renovated-walk-to/7035041528.html,vermont,900,apartment,500,1,1.0,0,0,0,0,0,0,,off-street parking,https://images.craigslist.org/00S0S_5B6pjUO6i0m_600x450.jpg,"TOTALLY RENOVATED - WALK TO TOWN FROM THIS BRIGHT, CLEAN, QUIET, NON-SMOKING BUILDING   PRIVATE ENTRANCE PEACEFULNESS  ALL NEW WINDOWS  OPEN-CONCEPT KITCHEN, DINING, LIVING AREA  LARGE KITCHEN WITH BRAND NEW APPLIANCES  ALL NEW! - FULL BATH WITH TUB AND SHOWER    BEDROOM WITH NEW CARPET AND GOOD SIZE CLOSET  BEAUTIFUL REFINISHED NATURAL WOOD FLOORS IN LIVING/DINING ROOM  ADDITIONAL PRIVATE STORAGE ON PREMISES   OFF STREET PARKING FOR ONE VEHICLE  ON BUS ROUTE  A MINIMUM ONE YEAR LEASE, SECURITY AND LAST MONTHS RENT ALONG WITH GOOD CREDIT AND REFERENCES ARE REQUIRED  SORRY NO SMOKERS OR PETS WILL BE CONSIDERED  $900/MOS - HEAT, OFF-STREET PARKING, STORAGE, LAWN CARE, SNOW REMOVAL, ALONG WITH CURBSIDE TRASH, RECYCLING AND COMPOST PICKUP ARE ALL INCLUDED",42.8504,-72.5782,vt
320803,https://vermont.craigslist.org/apa/d/ludlow-sunny-3br-2-bath-townhouse-unit/7038810566.html,vermont,1125,townhouse,1100,3,2.0,1,1,1,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00F0F_iTvW6KCQ5oB_600x450.jpg,"SUNNY 3BR 2 BATH TOWNHOUSE B-UNIT - LUDLOW, VT NEAR OKEMO MTN  WE ONLY DO YEAR-ROUND RENTALS; NO SHORT-TERM RENTALS!  Sunny, Bright, Remodeled 6 Room, 3BR, 2 Full Bath, Ludlow, VT Unfurnished Unit, approximately 1100SF.  Very quiet area within 2-3 minute short walk into the Village of Ludlow Downtown.  3BR's,  Kitchen,  LR, DR, Enclosed Porch, Huge Yard.  W-T-W Carpeting and Tile Floor in Baths and Kitchen.  Gas Hot Water Baseboard Heat with New 94% High Efficiency 3-Zone Gas Boiler.  Includes Stove, Refrigerator, Electric FP, Washer and Dryer.  Off-Street Parking.  Cats allowed at + $50 Per Month Each.  Some (Non-Dangerous) Smaller Dogs Allowed at +$75 Per Month Each.  Tenant Pays All Utilities plus 2 Month Security Deposit.  Available Immediately!  Prospect Street, Ludlow, VT 05149.  Near Okemo Mountain.  CONTACT US: Tel # -  show contact info  and leave all your information;  We look forward to hearing from you soon and have a Great Day!",43.3989,-72.7035,vt
320804,https://vermont.craigslist.org/apa/d/burlington-apartment-in-the-old-north/7050023560.html,vermont,1100,apartment,700,2,1.0,0,0,1,0,0,1,w/d in unit,carport,https://images.craigslist.org/00z0z_bHjb6BL1JSP_600x450.jpg,"Newly renovated 2 bedroom/1 bathroom apartment in the Old North End. There is off-street parking, a locked basement storage area, and free laundry (dedicated w/d set for each unit). Utilities (gas, electric, and Burlington telecom for internet) are included in your rental fee. The apartment is short walk to Pho Hong, Taco Gordo, Butch & Babes, Barrio Bakery, Knead Bakery, Little Morocco Cafe, Pizzeria Ida, Drifters, Shinjuku Station, Sangha Yoga Studio, Community Health Center and less than a mile to City Market Co-Op and Church Street. 358 N Winooski Ave # 1, Burlington, VT 05401",44.483999999999995,-73.2199,vt
320805,https://vermont.craigslist.org/apa/d/essex-junction-great-2-bedroom-15-baths/7036786954.html,vermont,1295,apartment,1800,2,1.5,0,0,0,0,0,0,w/d hookups,off-street parking,https://images.craigslist.org/00q0q_9OzJCHkXCr2_600x450.jpg,"Spacious 2bdrm, 1.5 Bath Townhouse located in Essex Town. Available December 1st. 1800 sqft includes open, dry basement with w/d hook-ups ideal for storage, exercise equipment, office space or play. Large communal backyard for privacy and convenient off-street parking. Close proximity to schools, Indian Brook, bike path, Essex Outlet Shopping Plaza, Post Office and more. Asking 1295.00/mo that includes trash/recycling and snow removal. Tenant obligated to pay for own utilities including natural gas heat, hot water, electricity, water/sewer, phone/cable/tv. No smoking or pets allowed in unit or on premises. Security Deposit of 1700.00 due upon signing extended lease pending reference checks and shared credit report.",44.5104,-73.07300000000001,vt
320806,https://vermont.craigslist.org/apa/d/brandon-goshen-vt-1-bedroom-with-barn/7050009355.html,vermont,1450,house,1500,1,1.5,1,1,0,0,0,0,w/d in unit,off-street parking,https://images.craigslist.org/00n0n_2oJWcsiyHtG_600x450.jpg,"https://goshenpond.weebly.com/   Along the Goshen-Ripton Road, about 15 minutes from downtown Brandon and adjacent to the Blueberry Hill Inn is 135 acres of woods, fields and a 12 acre pond.     There are two residences on this property.    One Bedroom ~ Is currently available. Above an unfinished first floor (unfinished but insulated and great for extra living/sleeping space - it is one big room with a bath tub in it!), there is a lovely one bedroom with a modern common room and views looking out on the pond and deck that looks out on the pond.  The building was constructed less than 15 years ago and is bright and very cozy. The rent is $1450/month not including utilities or mowing/snow removal.  Included is also use of the barn and the workshop.  The workshop is perfect for a woodworker and the barn easily houses chickens or ducks.  Perfect for a couple.  And there is FAST internet.  Fiber in Goshen which is very rare and available (at a cost).  This is a very rare and special property.  Log Cabin ~  is currently NOT available as it is currently rented. Set just up the hill from the pond is a 3 bedroom log cabin that has been lovingly restored (new kitchen cabinets, refinished floors, new heating system and wonderful wood stove).  There are 3 small bedrooms upstairs and a half bath. On the first floor is a full bath, eat-in kitchen, living room and office.  The basement has good storage and a washer dryer.  There is a tired tennis court and a working sugar house. The front porch looks out on the pond.  The pond is rimmed by an earthen dam and houses a small island.",43.8065,-73.0882,vt
320807,https://vermont.craigslist.org/apa/d/highgate-center-2-bedroom/7049942711.html,vermont,825,apartment,850,2,0.0,0,0,1,0,0,0,,off-street parking,https://images.craigslist.org/00b0b_7i6CiApQ6tO_600x450.jpg,"A nice 2 bedroom ground floor unit . 10 minutes from St Albans. Hardwood floors throughout . Nice size bedrooms and living room. Large yard !  825.00 a month  References a must . A pet considered Includes rubbish and snow removal, yard care. Available Feb 1 Call 782-2794 for a showing",44.9404,-73.0155,vt
320808,https://vermont.craigslist.org/apa/d/burlington-qhillburlbrandnew1-2bed/7034496521.html,vermont,1455,apartment,750,1,1.0,1,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00A0A_6VuFiM8McmQ_600x450.jpg,"255 Building  and also Brand New Modern 55 Units 2500' from MCHV  ****** RESERVE YOUR NEW UNIT NOW w a $500. *deposit 100% applicable to first months rent Live in the center of Vibrant Greater Burlington Community.   * Hospital Resident Doctors, Nursing Staff and Medical Graduate student(s) Market rate rentals.   Next door to UVM Medical Campus Hospital DISTRICT. On the bike path  Walk Main St/Williston Rd, Staples Plaza, UVM Medical Campus and Hospital, University Mall. Shopping and Restaurant District   Close to Burlington Waterfront , Church Street Market Place, Burl Int . Airport, 3 Grocery store  1 bed 1 bath  $1430-$1520                Modern Studios $1225 - 1320  2 bed  $1720, $1825 and $1950    Rent includes:  * Winter Heat. * Hot water. * Parking and garage available.  * Stainless Steel Appliances: full size ss refrigerator*dishwasher*microwave* S.S. stove. * Full Washer Dryer in unit (not a common area laundry or coin op) * Energy star appliances, light fixtures and windows.  * Big decks or balconies w views. * Poolside Seasonal Summer Clubhouse, sundeck, grill menu, legal beverages, convenient to go menu * Access to 2 Summer Swimming pools surrounded by a 1.5 acre landscaped green. * Spacious 9' ceiling on all floors.  * Modern energy star construction, with quality finishes, tile floor bathrooms.  * Over sized Elevator to all floors.  * Snow removal, Rubbish removal, water,sewer. * Common area maintenance weekly. * On site facility maintenance person.  * On site property management office.  * Model unit open by appointment     315 Quarry Hill Rd~just past UVM Harris Millis, S Burl. VT About Us /Floor plans/ Rental Application visit     Burlington apartments South Burlington rentals units",44.4693,-73.1878,vt
320809,https://vermont.craigslist.org/apa/d/burlington-qhillburlbrand-new-55units/7034496746.html,vermont,1250,apartment,440,1,1.0,1,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/01111_kujp2BpahFU_600x450.jpg,"Brand New Modern 55 Units 2500' from MCHV  ******* other units available now RESERVE YOUR NEW UNIT NOW w a $750. *deposit 100% applicable to first months rent Live in the center of Vibrant Greater Burlington Community.  Walk to -  UVM Medical Campus District and Hospital. (Medical Grad students and Hospital staff take NOTE) On the bike path  Walk Main St/Williston Rd, Staples Plaza, UVM Medical Campus, Hospital, University Mall. Less than 2.5 miles to : Shopping and Restaurant District  Burlington Waterfront , Church Street Market Place, Burl Int . Airport, 3 Grocery store  Studios $1225 and $1295    1 bed 1 bath  $1450 -$1550 2 bed    $1720, 1775, $1850,  Top floor (5TH) corner gorgeous  MT views $1950  Rent includes:  * Winter Heat. * Hot water. * Parking and garage available.  * Stainless Steel Appliances: full size ss refrigerator*dishwasher*microwave* S.S. stove. * Full Washer Dryer in unit (not a common area laundry or coin op) * Energy star appliances, light fixtures and windows.  * Big decks or balconies w views. * Poolside Seasonal Summer Clubhouse, sundeck, grill menu, legal beverages, convenient to go menu * Access to 2 Summer Swimming pools surrounded by a 1.5 acre landscaped green. * Spacious 9' ceiling on all floors.  * Modern energy star construction, with quality finishes, tile floor bathrooms.  * Over sized Elevator to all floors.  * Snow removal, Rubbish removal, water,sewer. * Common area maintenance weekly. * On site facility maintenance person.  * On site property management office.  * Model unit open by appointment     430  Quarry Hill Rd~just past UVM Harris Millis, S Burl. VT About Us /Floor plans/ Rental Application visit     Burlington apartments South Burlington rentals units",44.4705,-73.1875,vt
320810,https://vermont.craigslist.org/apa/d/burlington-qhillburlnew12bed/7034496173.html,vermont,1850,apartment,1050,1,1.0,1,0,0,0,0,0,w/d in unit,attached garage,https://images.craigslist.org/00u0u_asj8NQ4bqTX_600x450.jpg,"255 Building  and also Brand New Modern 55 Units 2500' from MCHV  ****** RESERVE YOUR NEW UNIT NOW w a $500. *deposit 100% applicable to first months rent Live in the center of Vibrant Greater Burlington Community.   * Hospital Resident Doctors, Nursing Staff and Medical Graduate student(s) Market rate rentals.   Next door to UVM Medical Campus Hospital DISTRICT. On the bike path  Walk Main St/Williston Rd, Staples Plaza, UVM Medical Campus and Hospital, University Mall. Shopping and Restaurant District   Close to Burlington Waterfront , Church Street Market Place, Burl Int . Airport, 3 Grocery store  1 bed 1 bath  $1430-$1520                Modern Studios $1225 - 1320  2 bed  $1720, $1825 and $1950    Rent includes:  * Winter Heat. * Hot water. * Parking and garage available.  * Stainless Steel Appliances: full size ss refrigerator*dishwasher*microwave* S.S. stove. * Full Washer Dryer in unit (not a common area laundry or coin op) * Energy star appliances, light fixtures and windows.  * Big decks or balconies w views. * Poolside Seasonal Summer Clubhouse, sundeck, grill menu, legal beverages, convenient to go menu * Access to 2 Summer Swimming pools surrounded by a 1.5 acre landscaped green. * Spacious 9' ceiling on all floors.  * Modern energy star construction, with quality finishes, tile floor bathrooms.  * Over sized Elevator to all floors.  * Snow removal, Rubbish removal, water,sewer. * Common area maintenance weekly. * On site facility maintenance person.  * On site property management office.  * Model unit open by appointment     315 Quarry Hill Rd~just past UVM Harris Millis, S Burl. VT About Us /Floor plans/ Rental Application visit     Burlington apartments South Burlington rentals units",44.4693,-73.1878,vt
